                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.4208,                 1.0709,                 1.1499,                0.53054,                0.40151,                0.42104,                 0.2504,                  1.367,                 1.0378,                 1.1299,               0.005149,               0.005149,               0.005149
                    150,                 1.4229,                 1.0684,                 1.1487,                0.52863,                0.40242,                0.42119,                0.25048,                 1.3669,                 1.0374,                 1.1299,               0.005116,               0.005116,               0.005116
                    151,                 1.4222,                 1.0685,                 1.1487,                0.53183,                0.40184,                0.42144,                0.25048,                 1.3669,                 1.0371,                 1.1299,               0.005083,               0.005083,               0.005083
                    152,                 1.4223,                 1.0682,                 1.1506,                0.52698,                0.40371,                0.42193,                0.25077,                 1.3667,                 1.0367,                 1.1297,                0.00505,                0.00505,                0.00505
                    153,                  1.418,                 1.0606,                 1.1459,                0.52557,                0.40442,                0.42202,                0.25081,                 1.3665,                 1.0363,                 1.1296,               0.005017,               0.005017,               0.005017
                    154,                 1.4228,                 1.0679,                 1.1477,                0.52417,                0.40565,                0.42212,                0.25082,                 1.3664,                 1.0359,                 1.1296,               0.004984,               0.004984,               0.004984
                    155,                 1.4163,                  1.061,                  1.142,                0.52568,                0.40465,                0.42241,                0.25087,                 1.3664,                 1.0356,                 1.1295,               0.004951,               0.004951,               0.004951
                    156,                 1.4199,                 1.0638,                 1.1431,                0.52459,                0.40572,                0.42236,                0.25074,                 1.3662,                 1.0353,                 1.1293,               0.004918,               0.004918,               0.004918
                    157,                 1.4093,                 1.0544,                 1.1457,                0.52449,                0.40572,                0.42235,                0.25096,                  1.366,                  1.035,                 1.1292,               0.004885,               0.004885,               0.004885
                    158,                 1.4185,                 1.0655,                 1.1477,                0.52602,                0.40543,                0.42257,                0.25109,                 1.3658,                 1.0347,                 1.1291,               0.004852,               0.004852,               0.004852
                    159,                 1.4207,                 1.0655,                 1.1461,                0.52755,                0.40519,                0.42268,                0.25125,                 1.3656,                 1.0345,                  1.129,               0.004819,               0.004819,               0.004819
                    160,                 1.4138,                 1.0588,                 1.1417,                 0.5285,                0.40477,                0.42291,                0.25135,                 1.3656,                 1.0343,                 1.1289,               0.004786,               0.004786,               0.004786
                    161,                 1.4106,                 1.0565,                 1.1432,                0.53045,                0.40413,                0.42314,                0.25159,                 1.3655,                  1.034,                 1.1289,               0.004753,               0.004753,               0.004753
                    162,                 1.4138,                 1.0554,                 1.1424,                0.53194,                0.40352,                0.42324,                0.25166,                 1.3654,                 1.0337,                 1.1288,                0.00472,                0.00472,                0.00472
                    163,                 1.4098,                  1.058,                  1.142,                0.53268,                0.40276,                0.42319,                 0.2517,                 1.3654,                 1.0335,                 1.1288,               0.004687,               0.004687,               0.004687
                    164,                  1.409,                 1.0553,                 1.1405,                0.53268,                 0.4032,                0.42328,                0.25188,                 1.3653,                 1.0332,                 1.1287,               0.004654,               0.004654,               0.004654
                    165,                 1.4156,                 1.0534,                 1.1447,                 0.5325,                0.40296,                0.42333,                0.25192,                 1.3652,                 1.0329,                 1.1287,               0.004621,               0.004621,               0.004621
                    166,                 1.4096,                 1.0529,                 1.1413,                0.53293,                0.40314,                0.42364,                0.25206,                 1.3651,                 1.0327,                 1.1286,               0.004588,               0.004588,               0.004588
                    167,                 1.4052,                 1.0492,                 1.1423,                0.53084,                0.40459,                0.42342,                0.25213,                 1.3649,                 1.0325,                 1.1286,               0.004555,               0.004555,               0.004555
                    168,                 1.4128,                 1.0539,                 1.1383,                0.53063,                0.40521,                0.42347,                0.25206,                 1.3649,                 1.0324,                 1.1286,               0.004522,               0.004522,               0.004522
                    169,                 1.4081,                  1.052,                 1.1445,                0.52937,                0.40569,                0.42361,                0.25214,                 1.3648,                 1.0322,                 1.1285,               0.004489,               0.004489,               0.004489
                    170,                 1.4131,                 1.0528,                 1.1408,                0.52923,                 0.4057,                0.42375,                0.25218,                 1.3647,                 1.0321,                 1.1285,               0.004456,               0.004456,               0.004456
                    171,                 1.4034,                  1.049,                 1.1406,                0.53002,                0.40483,                0.42372,                 0.2521,                 1.3645,                 1.0319,                 1.1284,               0.004423,               0.004423,               0.004423
                    172,                  1.414,                 1.0522,                 1.1413,                0.52976,                0.40453,                 0.4239,                0.25215,                 1.3644,                 1.0317,                 1.1284,                0.00439,                0.00439,                0.00439
                    173,                 1.4063,                 1.0485,                 1.1433,                0.53085,                 0.4038,                0.42414,                 0.2524,                 1.3642,                 1.0314,                 1.1283,               0.004357,               0.004357,               0.004357
                    174,                 1.4034,                  1.045,                 1.1406,                 0.5333,                0.40354,                0.42427,                0.25249,                 1.3641,                 1.0312,                 1.1282,               0.004324,               0.004324,               0.004324
                    175,                 1.4049,                 1.0468,                 1.1381,                0.52992,                0.40478,                0.42418,                 0.2524,                 1.3641,                  1.031,                 1.1282,               0.004291,               0.004291,               0.004291
                    176,                 1.3969,                 1.0356,                 1.1394,                0.52864,                0.40608,                0.42433,                0.25253,                  1.364,                 1.0307,                 1.1281,               0.004258,               0.004258,               0.004258
                    177,                 1.4096,                 1.0465,                  1.138,                0.52812,                0.40589,                0.42444,                0.25264,                 1.3639,                 1.0306,                  1.128,               0.004225,               0.004225,               0.004225
                    178,                 1.4021,                 1.0401,                 1.1388,                0.52875,                0.40597,                0.42436,                0.25279,                 1.3637,                 1.0303,                 1.1279,               0.004192,               0.004192,               0.004192
                    179,                 1.3999,                 1.0377,                 1.1373,                 0.5288,                0.40621,                0.42451,                0.25284,                 1.3636,                 1.0301,                 1.1278,               0.004159,               0.004159,               0.004159
                    180,                 1.3937,                 1.0377,                 1.1376,                0.52947,                0.40651,                0.42487,                0.25301,                 1.3636,                 1.0299,                 1.1278,               0.004126,               0.004126,               0.004126
                    181,                 1.4018,                 1.0417,                 1.1405,                0.53042,                0.40589,                0.42495,                0.25312,                 1.3635,                 1.0297,                 1.1277,               0.004093,               0.004093,               0.004093
                    182,                 1.3977,                 1.0322,                 1.1352,                0.53171,                0.40526,                0.42516,                0.25327,                 1.3636,                 1.0296,                 1.1277,                0.00406,                0.00406,                0.00406
                    183,                 1.4041,                 1.0402,                 1.1362,                0.53074,                0.40561,                0.42506,                0.25326,                 1.3636,                 1.0294,                 1.1277,               0.004027,               0.004027,               0.004027
                    184,                 1.4038,                 1.0368,                  1.137,                0.53115,                0.40611,                  0.425,                0.25319,                 1.3635,                 1.0293,                 1.1276,               0.003994,               0.003994,               0.003994
                    185,                 1.3984,                  1.037,                 1.1378,                0.53241,                0.40537,                0.42519,                 0.2532,                 1.3634,                 1.0291,                 1.1275,               0.003961,               0.003961,               0.003961
                    186,                 1.3987,                  1.033,                 1.1328,                0.53358,                0.40466,                0.42526,                0.25331,                 1.3633,                 1.0289,                 1.1275,               0.003928,               0.003928,               0.003928
                    187,                 1.3975,                 1.0332,                 1.1339,                0.53392,                0.40451,                0.42545,                0.25342,                 1.3633,                 1.0288,                 1.1275,               0.003895,               0.003895,               0.003895
                    188,                 1.3929,                 1.0318,                 1.1349,                0.53279,                0.40516,                0.42542,                0.25343,                 1.3632,                 1.0286,                 1.1274,               0.003862,               0.003862,               0.003862
                    189,                 1.3986,                 1.0376,                 1.1362,                0.53188,                0.40606,                0.42546,                 0.2535,                 1.3631,                 1.0284,                 1.1274,               0.003829,               0.003829,               0.003829
                    190,                 1.3942,                 1.0294,                 1.1342,                0.53064,                0.40706,                0.42553,                0.25351,                  1.363,                 1.0282,                 1.1273,               0.003796,               0.003796,               0.003796
                    191,                 1.3987,                  1.032,                 1.1323,                0.53086,                0.40734,                0.42546,                 0.2535,                  1.363,                  1.028,                 1.1273,               0.003763,               0.003763,               0.003763
                    192,                 1.4026,                 1.0355,                 1.1363,                0.53132,                0.40732,                0.42562,                0.25355,                 1.3629,                 1.0278,                 1.1273,                0.00373,                0.00373,                0.00373
                    193,                 1.3929,                 1.0269,                 1.1348,                0.53184,                 0.4062,                0.42557,                0.25354,                 1.3629,                 1.0276,                 1.1273,               0.003697,               0.003697,               0.003697
                    194,                 1.3909,                 1.0266,                 1.1284,                0.53209,                0.40625,                 0.4256,                0.25381,                 1.3627,                 1.0275,                 1.1272,               0.003664,               0.003664,               0.003664
                    195,                  1.393,                 1.0267,                 1.1325,                0.53284,                0.40553,                0.42576,                0.25385,                 1.3627,                 1.0272,                 1.1271,               0.003631,               0.003631,               0.003631
                    196,                 1.3869,                 1.0229,                 1.1317,                0.53289,                0.40554,                0.42596,                0.25395,                 1.3626,                  1.027,                 1.1271,               0.003598,               0.003598,               0.003598
                    197,                 1.3864,                 1.0247,                 1.1328,                 0.5347,                0.40498,                  0.426,                0.25396,                 1.3626,                 1.0269,                 1.1271,               0.003565,               0.003565,               0.003565
                    198,                 1.3841,                 1.0198,                  1.135,                0.53138,                0.40613,                0.42617,                0.25411,                 1.3626,                 1.0267,                  1.127,               0.003532,               0.003532,               0.003532
                    199,                 1.3885,                 1.0234,                 1.1312,                0.53292,                0.40567,                0.42608,                 0.2542,                 1.3625,                 1.0265,                  1.127,               0.003499,               0.003499,               0.003499
                    200,                 1.3903,                 1.0201,                 1.1322,                0.53338,                0.40569,                0.42603,                0.25421,                 1.3625,                 1.0264,                  1.127,               0.003466,               0.003466,               0.003466
                    201,                 1.3939,                 1.0236,                 1.1327,                0.53211,                0.40643,                0.42615,                0.25439,                 1.3624,                 1.0262,                 1.1269,               0.003433,               0.003433,               0.003433
                    202,                 1.3871,                  1.016,                  1.133,                0.53244,                 0.4066,                0.42612,                0.25441,                 1.3624,                 1.0261,                 1.1269,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.3843,                 1.0152,                 1.1285,                0.53182,                0.40616,                0.42631,                 0.2545,                 1.3623,                  1.026,                 1.1269,               0.003367,               0.003367,               0.003367
                    204,                 1.3833,                 1.0164,                 1.1285,                0.53026,                0.40677,                0.42629,                0.25441,                 1.3623,                 1.0259,                 1.1269,               0.003334,               0.003334,               0.003334
                    205,                 1.3778,                 1.0149,                 1.1272,                 0.5303,                0.40669,                0.42623,                0.25443,                 1.3622,                 1.0257,                 1.1269,               0.003301,               0.003301,               0.003301
                    206,                 1.3873,                 1.0184,                 1.1289,                0.52813,                0.40808,                0.42629,                0.25443,                 1.3621,                 1.0256,                 1.1268,               0.003268,               0.003268,               0.003268
                    207,                 1.3861,                 1.0182,                 1.1276,                0.52944,                0.40693,                0.42636,                0.25446,                 1.3621,                 1.0254,                 1.1268,               0.003235,               0.003235,               0.003235
                    208,                 1.3833,                 1.0164,                 1.1315,                0.52914,                0.40648,                0.42638,                0.25461,                  1.362,                 1.0252,                 1.1268,               0.003202,               0.003202,               0.003202
                    209,                  1.382,                  1.018,                 1.1271,                 0.5307,                0.40598,                0.42651,                0.25478,                 1.3619,                 1.0251,                 1.1268,               0.003169,               0.003169,               0.003169
                    210,                 1.3865,                 1.0195,                 1.1294,                0.53064,                0.40602,                0.42653,                0.25488,                 1.3619,                 1.0249,                 1.1268,               0.003136,               0.003136,               0.003136
                    211,                 1.3765,                 1.0096,                 1.1273,                0.53069,                0.40608,                0.42645,                0.25483,                  1.362,                 1.0248,                 1.1268,               0.003103,               0.003103,               0.003103
                    212,                 1.3784,                 1.0065,                 1.1264,                0.52897,                0.40759,                0.42661,                0.25489,                 1.3619,                 1.0247,                 1.1268,                0.00307,                0.00307,                0.00307
                    213,                 1.3738,                 1.0057,                  1.128,                0.52963,                0.40768,                0.42661,                0.25496,                 1.3619,                 1.0245,                 1.1268,               0.003037,               0.003037,               0.003037
                    214,                 1.3758,                 1.0079,                 1.1258,                0.53101,                0.40685,                0.42678,                0.25505,                 1.3619,                 1.0243,                 1.1268,               0.003004,               0.003004,               0.003004
                    215,                 1.3825,                 1.0098,                 1.1299,                0.53103,                0.40689,                0.42669,                0.25512,                 1.3618,                 1.0241,                 1.1267,               0.002971,               0.002971,               0.002971
                    216,                 1.3845,                 1.0141,                 1.1289,                0.52955,                0.40759,                0.42685,                0.25512,                 1.3618,                  1.024,                 1.1267,               0.002938,               0.002938,               0.002938
                    217,                 1.3763,                 1.0064,                 1.1252,                0.53014,                0.40772,                0.42689,                0.25519,                 1.3616,                 1.0238,                 1.1266,               0.002905,               0.002905,               0.002905
                    218,                 1.3799,                 1.0065,                 1.1245,                0.53018,                0.40745,                0.42674,                0.25515,                 1.3617,                 1.0237,                 1.1266,               0.002872,               0.002872,               0.002872
                    219,                 1.3783,                 1.0091,                 1.1277,                0.53078,                0.40776,                0.42677,                0.25522,                 1.3617,                 1.0236,                 1.1266,               0.002839,               0.002839,               0.002839
                    220,                 1.3679,                0.99793,                 1.1249,                0.53133,                0.40783,                0.42672,                0.25525,                 1.3616,                 1.0234,                 1.1266,               0.002806,               0.002806,               0.002806
                    221,                 1.3745,                 1.0022,                 1.1227,                0.53148,                0.40778,                0.42672,                0.25527,                 1.3616,                 1.0233,                 1.1265,               0.002773,               0.002773,               0.002773
                    222,                 1.3751,                 1.0034,                 1.1271,                0.52925,                0.40917,                0.42694,                 0.2553,                 1.3616,                 1.0232,                 1.1266,                0.00274,                0.00274,                0.00274
                    223,                 1.3765,                  1.009,                 1.1237,                0.52901,                0.40899,                0.42681,                0.25533,                 1.3615,                 1.0231,                 1.1265,               0.002707,               0.002707,               0.002707
                    224,                 1.3779,                 1.0052,                 1.1255,                0.53255,                0.40756,                0.42695,                0.25551,                 1.3616,                 1.0229,                 1.1265,               0.002674,               0.002674,               0.002674
                    225,                 1.3742,                 1.0031,                 1.1236,                 0.5328,                 0.4076,                0.42686,                 0.2554,                 1.3615,                 1.0227,                 1.1265,               0.002641,               0.002641,               0.002641
                    226,                 1.3774,                 1.0047,                 1.1268,                0.53257,                0.40729,                0.42692,                0.25539,                 1.3614,                 1.0227,                 1.1265,               0.002608,               0.002608,               0.002608
                    227,                 1.3735,                0.99728,                 1.1248,                0.53084,                0.40793,                0.42693,                0.25531,                 1.3614,                 1.0225,                 1.1265,               0.002575,               0.002575,               0.002575
                    228,                 1.3734,                 1.0007,                 1.1258,                0.53097,                 0.4078,                0.42696,                0.25537,                 1.3614,                 1.0223,                 1.1265,               0.002542,               0.002542,               0.002542
                    229,                 1.3644,                0.98955,                  1.117,                0.53109,                0.40766,                0.42708,                0.25551,                 1.3614,                 1.0222,                 1.1265,               0.002509,               0.002509,               0.002509
                    230,                 1.3748,                0.99902,                 1.1243,                0.53293,                0.40707,                0.42704,                0.25556,                 1.3613,                 1.0221,                 1.1265,               0.002476,               0.002476,               0.002476
                    231,                  1.368,                0.99336,                 1.1218,                 0.5314,                0.40771,                0.42703,                0.25557,                 1.3612,                 1.0219,                 1.1264,               0.002443,               0.002443,               0.002443
                    232,                 1.3727,                0.99609,                 1.1243,                0.53036,                 0.4086,                0.42701,                0.25547,                 1.3613,                 1.0218,                 1.1265,                0.00241,                0.00241,                0.00241
                    233,                 1.3739,                 1.0001,                 1.1223,                0.53039,                0.40799,                0.42725,                0.25558,                 1.3613,                 1.0217,                 1.1265,               0.002377,               0.002377,               0.002377
                    234,                 1.3667,                0.98814,                 1.1226,                0.53016,                0.40779,                 0.4273,                0.25557,                 1.3613,                 1.0216,                 1.1264,               0.002344,               0.002344,               0.002344
                    235,                 1.3673,                0.99376,                  1.122,                0.53075,                0.40768,                0.42749,                0.25567,                 1.3612,                 1.0215,                 1.1264,               0.002311,               0.002311,               0.002311
                    236,                 1.3578,                 0.9843,                 1.1181,                0.52798,                0.40901,                0.42751,                0.25569,                 1.3612,                 1.0214,                 1.1264,               0.002278,               0.002278,               0.002278
                    237,                 1.3647,                0.99417,                 1.1223,                0.52971,                0.40818,                0.42751,                0.25572,                 1.3612,                 1.0212,                 1.1264,               0.002245,               0.002245,               0.002245
                    238,                 1.3682,                0.99029,                 1.1241,                0.52907,                0.40915,                0.42748,                0.25577,                 1.3612,                 1.0211,                 1.1264,               0.002212,               0.002212,               0.002212
                    239,                 1.3662,                0.98687,                 1.1215,                0.52979,                0.40903,                0.42753,                0.25577,                 1.3611,                  1.021,                 1.1264,               0.002179,               0.002179,               0.002179
                    240,                 1.3684,                0.99142,                 1.1225,                0.52875,                0.40919,                0.42761,                0.25586,                 1.3612,                 1.0209,                 1.1264,               0.002146,               0.002146,               0.002146
                    241,                 1.3601,                0.98417,                 1.1183,                 0.5302,                0.40868,                0.42775,                  0.256,                 1.3611,                 1.0207,                 1.1264,               0.002113,               0.002113,               0.002113
                    242,                 1.3584,                0.98476,                 1.1192,                 0.5301,                0.40963,                 0.4278,                0.25608,                  1.361,                 1.0206,                 1.1263,                0.00208,                0.00208,                0.00208
                    243,                 1.3655,                0.98728,                  1.117,                0.52992,                0.40948,                0.42788,                0.25603,                  1.361,                 1.0205,                 1.1264,               0.002047,               0.002047,               0.002047
                    244,                 1.3588,                0.98095,                 1.1191,                0.53154,                 0.4086,                0.42791,                0.25613,                 1.3611,                 1.0204,                 1.1263,               0.002014,               0.002014,               0.002014
                    245,                 1.3655,                0.98649,                  1.119,                0.53124,                0.40844,                0.42779,                0.25605,                  1.361,                 1.0203,                 1.1263,               0.001981,               0.001981,               0.001981
                    246,                 1.3599,                0.98544,                  1.119,                 0.5309,                 0.4083,                0.42793,                0.25607,                  1.361,                 1.0201,                 1.1263,               0.001948,               0.001948,               0.001948
                    247,                 1.3685,                0.98621,                 1.1208,                0.53083,                0.40818,                0.42786,                0.25604,                  1.361,                   1.02,                 1.1263,               0.001915,               0.001915,               0.001915
                    248,                  1.362,                0.98285,                 1.1196,                0.53058,                0.40784,                0.42784,                  0.256,                 1.3609,                 1.0199,                 1.1263,               0.001882,               0.001882,               0.001882
                    249,                 1.3603,                0.98302,                 1.1168,                0.52975,                0.40837,                0.42802,                0.25617,                 1.3609,                 1.0197,                 1.1263,               0.001849,               0.001849,               0.001849
                    250,                 1.3588,                0.97655,                 1.1154,                0.53082,                0.40727,                  0.428,                0.25621,                 1.3609,                 1.0196,                 1.1263,               0.001816,               0.001816,               0.001816
                    251,                 1.3529,                0.97549,                 1.1191,                0.53104,                0.40729,                0.42815,                0.25623,                 1.3609,                 1.0195,                 1.1263,               0.001783,               0.001783,               0.001783
                    252,                 1.3624,                0.98336,                 1.1162,                0.53145,                0.40727,                0.42817,                 0.2564,                 1.3609,                 1.0194,                 1.1263,                0.00175,                0.00175,                0.00175
                    253,                 1.3519,                0.97539,                 1.1141,                 0.5317,                0.40715,                 0.4282,                0.25633,                 1.3609,                 1.0192,                 1.1263,               0.001717,               0.001717,               0.001717
                    254,                 1.3546,                0.97738,                 1.1169,                0.53175,                0.40713,                0.42825,                0.25631,                 1.3609,                 1.0192,                 1.1263,               0.001684,               0.001684,               0.001684
                    255,                 1.3518,                 0.9727,                 1.1171,                0.53278,                0.40732,                0.42829,                0.25637,                 1.3609,                  1.019,                 1.1263,               0.001651,               0.001651,               0.001651
                    256,                 1.3553,                0.97628,                 1.1161,                 0.5334,                0.40733,                 0.4282,                0.25644,                 1.3608,                 1.0189,                 1.1263,               0.001618,               0.001618,               0.001618
                    257,                 1.3501,                0.97122,                 1.1166,                0.53411,                0.40733,                0.42814,                0.25636,                 1.3609,                 1.0188,                 1.1263,               0.001585,               0.001585,               0.001585
                    258,                 1.3562,                 0.9749,                 1.1161,                0.53449,                0.40738,                0.42836,                0.25643,                 1.3609,                 1.0187,                 1.1263,               0.001552,               0.001552,               0.001552
                    259,                 1.3516,                 0.9706,                 1.1194,                0.53415,                0.40721,                0.42843,                0.25652,                 1.3609,                 1.0186,                 1.1263,               0.001519,               0.001519,               0.001519
                    260,                 1.3503,                0.96895,                 1.1147,                0.53327,                0.40823,                0.42849,                0.25654,                 1.3609,                 1.0185,                 1.1262,               0.001486,               0.001486,               0.001486
                    261,                 1.3511,                0.96923,                 1.1132,                 0.5318,                0.40868,                0.42853,                0.25654,                 1.3609,                 1.0184,                 1.1262,               0.001453,               0.001453,               0.001453
                    262,                  1.343,                0.96553,                 1.1119,                0.53225,                0.40858,                 0.4284,                0.25654,                 1.3608,                 1.0183,                 1.1262,                0.00142,                0.00142,                0.00142
                    263,                  1.349,                0.96953,                 1.1175,                0.53123,                0.40914,                0.42851,                0.25662,                 1.3608,                 1.0182,                 1.1262,               0.001387,               0.001387,               0.001387
                    264,                 1.3518,                0.96755,                 1.1089,                0.53155,                0.40914,                0.42842,                 0.2566,                 1.3608,                 1.0181,                 1.1262,               0.001354,               0.001354,               0.001354
                    265,                  1.346,                0.96534,                 1.1123,                0.53063,                0.40958,                0.42831,                0.25667,                 1.3608,                 1.0179,                 1.1262,               0.001321,               0.001321,               0.001321
                    266,                   1.35,                0.96665,                 1.1125,                0.53239,                0.40898,                0.42836,                0.25671,                 1.3608,                 1.0178,                 1.1262,               0.001288,               0.001288,               0.001288
                    267,                 1.3505,                0.96773,                  1.111,                0.53266,                 0.4087,                0.42856,                0.25682,                 1.3608,                 1.0178,                 1.1262,               0.001255,               0.001255,               0.001255
                    268,                 1.3471,                0.96734,                  1.114,                0.53349,                  0.409,                0.42858,                0.25683,                 1.3608,                 1.0176,                 1.1262,               0.001222,               0.001222,               0.001222
                    269,                 1.3489,                0.96753,                 1.1127,                0.53233,                0.40971,                0.42862,                0.25685,                 1.3608,                 1.0174,                 1.1262,               0.001189,               0.001189,               0.001189
                    270,                 1.3477,                0.96518,                 1.1123,                 0.5324,                0.40978,                0.42858,                 0.2569,                 1.3608,                 1.0173,                 1.1262,               0.001156,               0.001156,               0.001156
                    271,                 1.3464,                0.96136,                 1.1146,                0.53261,                0.40975,                0.42859,                0.25694,                 1.3607,                 1.0172,                 1.1261,               0.001123,               0.001123,               0.001123
                    272,                 1.3523,                0.96811,                 1.1103,                  0.533,                0.40973,                0.42854,                0.25687,                 1.3608,                 1.0171,                 1.1261,                0.00109,                0.00109,                0.00109
                    273,                 1.3444,                0.96303,                 1.1115,                0.53128,                0.41019,                0.42873,                  0.257,                 1.3608,                  1.017,                 1.1261,               0.001057,               0.001057,               0.001057
                    274,                 1.3448,                0.96241,                 1.1116,                0.53189,                0.41006,                0.42886,                0.25714,                 1.3607,                 1.0169,                 1.1261,               0.001024,               0.001024,               0.001024
                    275,                 1.3451,                0.96189,                 1.1137,                0.53239,                0.40975,                0.42903,                0.25716,                 1.3608,                 1.0168,                 1.1261,               0.000991,               0.000991,               0.000991
                    276,                 1.3432,                0.95914,                 1.1138,                0.53159,                0.40999,                0.42902,                0.25722,                 1.3608,                 1.0167,                 1.1261,               0.000958,               0.000958,               0.000958
                    277,                 1.3458,                0.96081,                 1.1117,                0.53141,                0.40985,                0.42908,                0.25733,                 1.3608,                 1.0166,                 1.1261,               0.000925,               0.000925,               0.000925
                    278,                 1.3449,                0.96231,                 1.1119,                0.53178,                0.41009,                 0.4291,                0.25736,                 1.3609,                 1.0166,                 1.1262,               0.000892,               0.000892,               0.000892
                    279,                 1.3421,                0.95668,                 1.1095,                0.53065,                0.41083,                0.42919,                0.25732,                 1.3609,                 1.0165,                 1.1262,               0.000859,               0.000859,               0.000859
                    280,                 1.3387,                0.95578,                 1.1075,                 0.5308,                0.41052,                0.42918,                0.25741,                 1.3609,                 1.0164,                 1.1262,               0.000826,               0.000826,               0.000826
                    281,                 1.3401,                0.95195,                 1.1088,                0.53154,                0.41068,                0.42919,                0.25729,                  1.361,                 1.0163,                 1.1262,               0.000793,               0.000793,               0.000793
                    282,                 1.3362,                0.95524,                 1.1093,                0.53136,                0.41055,                 0.4293,                 0.2574,                 1.3609,                 1.0162,                 1.1262,                0.00076,                0.00076,                0.00076
                    283,                 1.3356,                0.95113,                 1.1116,                0.53113,                0.41161,                0.42928,                0.25738,                 1.3609,                  1.016,                 1.1261,               0.000727,               0.000727,               0.000727
                    284,                 1.3331,                0.94863,                 1.1076,                0.53111,                0.41147,                0.42926,                0.25747,                  1.361,                 1.0159,                 1.1261,               0.000694,               0.000694,               0.000694
                    285,                 1.3335,                0.94682,                 1.1083,                 0.5312,                0.41125,                0.42928,                 0.2575,                 1.3609,                 1.0158,                 1.1261,               0.000661,               0.000661,               0.000661
                    286,                 1.3437,                0.95383,                 1.1105,                0.53205,                0.41024,                0.42943,                0.25752,                 1.3609,                 1.0158,                 1.1261,               0.000628,               0.000628,               0.000628
                    287,                 1.3288,                0.94763,                 1.1066,                0.53253,                0.41025,                0.42944,                0.25747,                 1.3609,                 1.0157,                 1.1261,               0.000595,               0.000595,               0.000595
                    288,                 1.3394,                0.95081,                  1.107,                0.53257,                0.41015,                0.42934,                0.25723,                 1.3609,                 1.0156,                 1.1261,               0.000562,               0.000562,               0.000562
                    289,                 1.3335,                0.94861,                 1.1064,                0.53294,                0.41027,                0.42931,                0.25726,                 1.3609,                 1.0155,                  1.126,               0.000529,               0.000529,               0.000529
                    290,                 1.3394,                0.95149,                 1.1074,                0.53403,                0.40895,                0.42936,                0.25724,                 1.3609,                 1.0155,                  1.126,               0.000496,               0.000496,               0.000496
                    291,                  1.332,                0.93346,                 1.1277,                0.53263,                0.41115,                0.42941,                0.25734,                 1.3609,                 1.0154,                  1.126,               0.000463,               0.000463,               0.000463
